RowNumber,CustomerId,Surname,CreditScore,Geography,Gender,Age,Dependents,Tenure,Balance,NumOfProducts,IsActiveMember,EstimatedSalary,MonthlyCharges,TotalCharges,PaymentMethod,Exited
3065,15762228,Barnes,506,Spain,Male,35,No,6,110046.93,2,0,26318.73,68.65,1493.2,Electronic check,0
3066,15614827,Sun,503,France,Male,42,No,8,104430.08,1,1,147557.71,45.8,45.8,Mailed check,0
3067,15789815,Fallaci,503,France,Female,28,No,5,0,2,0,125918.17,75.75,777.3,Mailed check,0
3068,15579781,Buccho,806,Germany,Male,31,No,10,138653.51,1,0,190803.37,84.4,556.35,Electronic check,0
3069,15587013,Tien,653,France,Female,31,No,7,102575.04,1,1,11043.54,96.4,4911.05,Credit card (automatic),0
3070,15570932,Pirozzi,666,France,Male,43,No,7,137780.74,2,1,119100.05,20.55,187.35,Mailed check,1
3071,15794661,Liu,674,Spain,Male,32,No,2,0,2,0,140579.17,50.95,307.6,Credit card (automatic),0
3072,15581654,Long,798,France,Male,32,Yes,7,0,2,1,37731.95,90.5,4318.35,Mailed check,0
3073,15644296,Scott,740,France,Female,30,Yes,8,105209.54,1,0,1852.58,79.4,4820.55,Electronic check,0
3074,15614420,Gerasimova,531,Germany,Female,32,No,0,109570.21,2,1,172049.84,58.75,3038.55,Bank transfer (automatic),0
3075,15609653,Ifeatu,614,Germany,Female,44,Yes,6,118715.86,1,0,133591.11,59.45,2136.9,Credit card (automatic),1
3076,15594577,De Luca,556,France,Male,35,No,10,0,2,1,192751.18,105.7,7472.15,Bank transfer (automatic),0
3077,15584114,Ogbonnaya,678,Germany,Female,43,No,2,153393.18,2,1,193828.27,56.25,389.1,Electronic check,0
3078,15673367,Humffray,587,Germany,Male,33,No,6,132603.36,1,0,55775.72,53.3,2296.25,Credit card (automatic),0
3079,15685576,Degtyaryov,527,Spain,Female,36,No,6,0,2,1,102280.29,85.55,187.45,Electronic check,0
3080,15774727,Monaldo,757,Germany,Female,34,No,1,129398.01,2,0,44965.44,68.65,261.25,Bank transfer (automatic),0
3081,15694288,Cawthorne,468,Spain,Male,28,No,3,0,2,0,170661.02,24.3,38.45,Mailed check,0
3082,15603319,Graham,693,France,Male,29,No,2,151352.74,1,0,197145.89,77.85,299.2,Electronic check,0
3083,15759066,Carpenter,483,France,Female,44,No,5,136836.49,1,0,192359.9,59.9,3043.6,Credit card (automatic),1
3084,15814816,Kambinachi,466,France,Male,40,Yes,4,91592.06,1,0,141210.18,23.95,1506.4,Credit card (automatic),1
3085,15724402,Tyler,770,France,Female,30,No,8,0,2,0,100557.03,20.15,163.7,Mailed check,0
3086,15571059,Martin,734,France,Female,54,No,3,0,1,0,130805.54,105.35,323.25,Bank transfer (automatic),1
3087,15674206,Walker,716,France,Female,22,No,8,0,2,1,92606.98,95.65,1640,Bank transfer (automatic),0
3088,15715160,Khan,439,France,Male,36,No,2,165536.28,2,1,123956.83,87.05,762.1,Electronic check,0
3089,15730448,Iroawuchi,538,Germany,Male,25,Yes,5,62482.95,1,1,102758.43,81,3846.35,Mailed check,0
3090,15662067,Summers,743,France,Male,40,No,8,68155.59,1,0,94876.65,82.45,5646.6,Credit card (automatic),0
3091,15779581,Bottrill,734,Spain,Female,43,No,3,55853.33,2,1,94811.85,53.5,53.5,Mailed check,1
3092,15662901,Hu,656,France,Male,37,No,2,0,2,1,67840.81,20.5,79.05,Bank transfer (automatic),0
3093,15689751,Jones,666,France,Female,31,No,2,79589.43,1,0,4050.57,25.1,25.1,Mailed check,0
3094,15667742,Vincent,627,Spain,Male,41,Yes,5,100880.76,1,1,134665.25,54.4,1516.6,Credit card (automatic),0
3095,15738448,Sanford,480,Germany,Female,25,No,3,174330.35,2,0,181647.13,58.6,2224.5,Credit card (automatic),0
3096,15680243,Brown,792,France,Male,19,No,7,143390.51,1,0,33282.84,84.8,888.75,Electronic check,0
3097,15745083,Lei,613,Germany,Male,59,No,8,91415.76,1,0,27965,61.4,4310.35,Credit card (automatic),1
3098,15708228,Toscani,476,Germany,Male,30,Yes,3,134366.42,1,0,68343.53,20.4,42.9,Mailed check,0
3099,15628523,Chien,539,France,Female,24,No,3,0,2,1,198161.07,79.65,2365.15,Mailed check,0
3100,15708196,Uchenna,696,Spain,Male,60,No,8,88786.81,1,1,196858.4,20.15,353.65,Mailed check,0
3101,15735549,Lori,810,Germany,Male,35,No,3,96814.46,2,1,120511.03,94.45,5073.1,Credit card (automatic),0
3102,15809347,Fanucci,763,Germany,Male,32,No,9,160680.41,1,0,30886.35,79.8,4526.85,Bank transfer (automatic),0
3103,15660866,Chimaobim,640,France,Female,29,No,3,0,2,0,2743.69,54.2,308.25,Electronic check,0
3104,15766609,Jowers,655,France,Female,47,No,10,0,2,0,167778.62,19.45,19.45,Electronic check,0
3105,15654230,Miller,526,Germany,Male,31,No,5,145537.21,1,0,132404.64,74.05,678.45,Electronic check,0
3106,15794566,Kirsova,678,France,Female,28,No,4,0,2,1,144423.17,49.15,1237.3,Bank transfer (automatic),1
3107,15800890,T'ien,554,France,Female,45,No,6,0,2,1,181204.5,19.4,1023.95,Credit card (automatic),0
3108,15697424,Ku,597,Spain,Female,30,No,2,119370.11,1,1,182726.22,113.65,8182.75,Bank transfer (automatic),1
3109,15724536,Chin,560,Spain,Female,28,Yes,1,0,2,1,120880.72,106,4532.3,Credit card (automatic),0
3110,15735878,Law,850,Germany,Female,47,No,10,134381.52,1,0,26812.89,25.95,1444.05,Bank transfer (automatic),1
3111,15707596,Chung,546,Germany,Female,74,No,8,114888.74,2,1,66732.63,19.1,19.1,Mailed check,1
3112,15657163,Cockrum,623,Germany,Male,42,Yes,1,149332.48,2,0,100834.22,103.4,7372.65,Electronic check,0
3113,15622478,Greaves,698,France,Female,40,No,7,105061.74,3,0,107815.31,100.55,7325.1,Bank transfer (automatic),1
3114,15779529,Grant,620,France,Male,32,No,7,0,2,1,34665.79,95.4,3474.2,Electronic check,0
3115,15636023,O'Donnell,619,France,Female,40,No,10,0,1,1,147093.84,75.15,392.65,Bank transfer (automatic),1
3116,15582066,Maclean,561,France,Male,21,No,4,0,1,1,36942.35,84.45,1058.6,Electronic check,0
3117,15666675,Hsieh,753,France,Female,39,No,7,155062.8,1,1,16460.77,89.15,3990.75,Credit card (automatic),0
3118,15732987,Hs?,721,Spain,Male,43,Yes,3,88798.34,1,0,45610.63,107.9,7475.85,Electronic check,0
3119,15789432,Mazzanti,451,France,Male,33,No,6,0,2,0,184954.11,19.5,835.5,Credit card (automatic),0
3120,15663161,Chiu,680,Germany,Female,51,No,5,143139.87,1,0,47795.43,85.95,2628.6,Credit card (automatic),1
3121,15694879,Reeves,590,Spain,Female,23,No,7,0,2,0,196789.9,24.95,1718.35,Credit card (automatic),0
3122,15593715,Castiglione,634,Germany,Male,27,No,3,107027.52,1,0,173425.68,59.4,1023.9,Electronic check,0
3123,15575002,Ferguson,676,France,Male,29,Yes,4,140720.93,1,0,36221.18,19.5,1193.55,Bank transfer (automatic),0
3124,15622171,Nnamdi,642,France,Male,30,No,8,80964.57,2,0,174738.2,69.95,1205.5,Credit card (automatic),0
3125,15795224,Wu,760,France,Male,39,Yes,6,178585.46,1,0,67131.3,82.85,5776.45,Bank transfer (automatic),1
3126,15685346,Chu,736,Spain,Female,26,No,4,135889.13,1,1,165692.03,19,78.9,Mailed check,0
3127,15691808,King,656,France,Male,43,Yes,7,134919.85,1,0,194691.95,38.85,1025.15,Credit card (automatic),0
3128,15721007,Charlton,776,Germany,Male,33,No,8,115130.34,1,0,129525.5,30.6,856.35,Electronic check,1
3129,15794253,Marsh,832,Spain,Female,34,Yes,6,138190.13,2,1,146511.2,20.35,122,Credit card (automatic),0
3130,15694453,Walker,631,Germany,Male,37,No,9,131519.49,2,1,51752.18,95,6602.9,Bank transfer (automatic),0
3131,15813113,Chang,795,Spain,Female,56,No,5,0,1,0,35418.69,74.4,1712.9,Bank transfer (automatic),1
3132,15614187,Pottinger,648,Germany,Female,39,No,3,126935.98,2,1,57995.74,78.45,5682.25,Bank transfer (automatic),0
3133,15619407,Buckley,615,France,Male,39,No,4,133707.09,1,1,108152.75,74.3,74.3,Mailed check,0
3134,15646227,Folliero,682,France,Female,27,No,1,97893.2,1,0,166144.98,51.05,3635.15,Bank transfer (automatic),0
3135,15660541,Olisanugo,694,France,Male,34,Yes,5,127900.03,1,0,101737.8,19.2,702.9,Bank transfer (automatic),0
3136,15753874,Kent,694,France,Male,37,No,10,143835.47,1,1,33326.71,99.55,3734.25,Electronic check,0
3137,15617877,Jessop,607,France,Male,44,No,0,0,2,1,81140.09,70,1144.5,Electronic check,0
3138,15772073,Hodge,664,France,Male,48,Yes,10,0,1,0,140173.17,109.1,4454.25,Bank transfer (automatic),1
3139,15701537,Ignatiev,756,France,Male,60,No,2,0,1,1,166513.49,45.3,45.3,Electronic check,1
3140,15736228,Chambers,645,France,Female,40,No,3,129596.77,1,1,103232.6,29.85,75.6,Bank transfer (automatic),0
3141,15780572,Mansom,653,Spain,Male,30,No,4,0,2,0,120736.04,76.45,1117.55,Electronic check,0
3142,15769596,Yen,710,Germany,Female,24,No,2,110407.44,2,0,15832.43,95.1,180.25,Credit card (automatic),1
3143,15586996,Azikiwe,697,France,Female,76,No,7,0,2,1,188772.45,19.8,19.8,Mailed check,0
3144,15722061,Allen,619,Germany,Female,41,Yes,8,142015.76,2,0,114323.66,72.8,930.05,Electronic check,0
3145,15638003,Komarova,648,Spain,Male,55,No,1,81370.07,1,1,181534.04,18.95,110.15,Mailed check,0
3146,15775590,Mackay,482,Germany,Female,48,No,2,69329.47,1,0,102640.52,76.65,333.6,Bank transfer (automatic),1
3147,15730688,Yu,548,France,Female,28,Yes,8,116755.5,2,1,158585.17,99.15,465.05,Mailed check,1
3148,15753102,Curtis,752,Spain,Male,44,No,6,83870.33,1,0,178722.24,101.75,1669.4,Electronic check,0
3149,15810075,Fang,648,France,Female,39,No,6,130694.89,2,1,153955.38,75.45,3545.1,Credit card (automatic),1
3150,15723373,Page,643,Spain,Female,34,No,8,117451.47,1,0,65374.86,64.1,504.05,Mailed check,0
3151,15795298,Olisaemeka,573,Germany,Female,35,No,9,206868.78,2,1,102986.15,25.65,440.2,Mailed check,0
3152,15584320,Brennan,686,France,Female,39,Yes,3,111695.62,1,0,136643.84,75.1,1151.55,Mailed check,0
3153,15724161,Sutton,644,France,Female,40,No,9,137285.26,4,0,77063.63,95.85,2475.35,Bank transfer (automatic),1
3154,15750056,Hyde,702,France,Female,29,No,6,149218.39,1,1,9633.01,54.4,1249.25,Electronic check,0
3155,15609637,Nkemakolam,652,France,Male,51,No,7,0,2,1,43496.36,72.75,317.75,Electronic check,0
3156,15794493,Chimaijem,641,Spain,Male,32,Yes,7,0,2,1,24267.28,19.85,535.05,Mailed check,0
3157,15569641,Sung,692,Germany,Female,41,No,8,130701.29,1,0,59354.24,19.05,461.3,Mailed check,1
3158,15815236,Chiganu,574,Spain,Male,34,No,5,0,2,0,28269.86,44.95,431,Mailed check,0
3159,15811177,Beneventi,643,France,Female,31,No,3,167949.48,1,0,143162.34,49.55,878.35,Mailed check,0
3160,15680587,Esposito,834,France,Male,23,No,4,131254.81,1,0,20199.3,94.85,335.75,Electronic check,0
3161,15672821,Owen,591,France,Male,28,Yes,5,0,2,1,48606.92,46.25,3121.4,Bank transfer (automatic),0
3162,15767681,Smalley,470,Spain,Male,34,No,9,0,2,1,89013.67,19.35,324.8,Mailed check,0
3163,15600379,Hsiung,608,Spain,Male,34,No,7,86656.13,1,1,59890.29,69.6,1394.55,Mailed check,0
3164,15801336,Ch'ang,649,Germany,Female,37,No,8,114737.26,1,1,106655.88,90.7,3413.25,Electronic check,1
3165,15721592,Barton,665,France,Female,38,No,5,0,2,0,156439.56,101.4,3143.65,Electronic check,0
3166,15581282,Lucchese,651,France,Female,39,Yes,6,0,1,0,24176.44,20.25,439.75,Mailed check,0
3167,15746203,Hsia,555,Germany,Male,62,No,4,119817.33,1,1,43507.1,48.8,664.4,Bank transfer (automatic),1
3168,15583137,Pope,637,France,Female,48,No,7,130806.99,2,1,132005.85,74.35,4759.55,Mailed check,1
3169,15680752,Horrocks,675,France,Female,49,No,0,0,1,1,80496.71,19.35,1033,Mailed check,1
3170,15688172,Tai,677,Spain,Male,40,Yes,5,0,2,0,88947.56,68.75,3482.85,Electronic check,0
3171,15791373,Chikezie,850,Germany,Female,35,No,2,80931.75,1,0,12639.67,100.2,2688.45,Electronic check,1
3172,15589449,Frye,815,France,Female,56,No,3,0,3,1,94248.16,20.85,435.25,Credit card (automatic),1
3173,15692819,Toscani,665,Germany,Male,32,Yes,1,132178.67,1,0,11865.76,95.9,2448.75,Electronic check,0
3174,15727467,Mellor,485,France,Female,27,No,3,0,2,0,141449.86,19.35,307,Mailed check,0
3175,15734312,Kang,577,Spain,Male,43,No,6,0,2,1,149457.81,45,2689.35,Credit card (automatic),0
3176,15764604,Sutherland,586,France,Female,35,No,7,164769.02,3,0,119814.25,81.5,1329.2,Bank transfer (automatic),1
3177,15613014,Hs?,722,Germany,Male,29,No,1,107233.85,2,0,24924.92,25.5,1281.25,Mailed check,0
3178,15759684,Ting,528,France,Female,27,Yes,7,176227.07,2,1,139481.53,48.9,3527,Mailed check,0
3179,15609669,Chuang,542,France,Female,39,No,4,109949.39,2,1,41268.65,84.1,4348.65,Electronic check,0
3180,15685536,Chu,552,France,Female,34,No,5,0,2,1,1351.41,19.6,561.15,Mailed check,0
3181,15750447,Ozoemena,678,France,Female,60,No,10,117738.81,1,0,147489.76,20,63.6,Mailed check,1
3182,15663249,Howells,575,Spain,Female,37,No,9,133292.45,1,0,111175.09,81.3,5129.3,Mailed check,0
3183,15638646,Lucchese,669,France,Female,43,No,1,160474.59,1,1,95963.14,95.2,4285.8,Credit card (automatic),0
3184,15734161,Nnonso,636,France,Male,43,No,6,0,2,0,43128.95,36.45,93.7,Mailed check,0
3185,15631070,Gerasimova,667,Germany,Male,55,No,9,154393.43,1,1,137674.96,83.3,5894.5,Credit card (automatic),1
3186,15761950,Woronoff,652,Germany,Female,45,No,9,110827.49,1,1,153383.54,25.05,25.05,Mailed check,1
3187,15649668,Wilhelm,637,Germany,Female,36,Yes,10,145750.45,2,1,96660.76,20.3,1160.75,Credit card (automatic),0
3188,15713912,Nebechukwu,516,Spain,Female,45,Yes,8,109044.3,1,1,115818.16,89.85,3091.75,Electronic check,0
3189,15586757,Anenechukwu,801,France,Female,32,No,4,75170.54,1,1,37898.5,49.85,365.55,Electronic check,0
3190,15596522,Meredith,692,France,Female,42,Yes,2,0,2,0,145222.93,19.8,272.95,Mailed check,0
3191,15625395,Chinomso,585,France,Female,28,Yes,6,105795.9,1,1,41219.09,54.65,3632,Bank transfer (automatic),0
3192,15760570,Stephenson,590,France,Male,32,No,5,0,2,0,59249.83,29.35,381.2,Credit card (automatic),0
3193,15566689,Chimaoke,554,Spain,Male,66,No,8,0,2,1,116747.62,19.15,1035.5,Bank transfer (automatic),0
3194,15725794,Winters,659,France,Female,49,Yes,1,0,1,0,116249.72,19.1,52,Mailed check,1
3195,15673539,Napolitani,690,France,Female,26,No,3,118097.87,1,0,61257.83,55.55,2342.2,Credit card (automatic),0
3196,15705298,L?,697,Germany,Male,29,No,0,172693.54,1,0,141798.98,80.55,653.9,Electronic check,0
3197,15675791,Williams,610,France,Male,36,No,4,129440.3,2,0,102638.35,20.25,71.2,Mailed check,0
3198,15747043,Giles,599,Spain,Male,36,Yes,4,0,2,0,13210.56,69.5,1498.2,Bank transfer (automatic),0
3199,15736397,Wang,544,France,Male,23,No,1,96471.2,1,0,35550.97,106,4178.65,Bank transfer (automatic),0
3200,15678201,Robertson,548,France,Female,46,No,1,0,1,1,104469.06,25.5,1821.8,Bank transfer (automatic),1
3201,15720745,Murray,635,Spain,Male,24,No,4,140197.18,1,1,142935.83,104.3,5278.15,Electronic check,0
3202,15637593,Greco,722,France,Male,20,No,6,0,2,0,195486.28,79.6,4024.2,Mailed check,0
3203,15598070,Marchesi,564,France,Female,33,No,4,135946.26,1,0,63170,55.25,55.25,Electronic check,0
3204,15787550,Chao,719,France,Male,69,No,3,0,2,1,58320.06,88.05,6520.8,Bank transfer (automatic),0
3205,15603942,Hawthorn,547,Germany,Male,50,Yes,3,81290.02,3,1,177747.03,20.4,854.9,Bank transfer (automatic),1
3206,15733973,Bibi,850,France,Female,42,Yes,8,0,1,0,19632.64,117.6,8308.9,Bank transfer (automatic),1
3207,15596761,Hawdon,515,Germany,Male,60,No,9,113715.36,1,0,18424.24,20,109.2,Mailed check,1
3208,15652400,Moss,667,Spain,Male,56,No,2,168883.08,1,1,18897.78,19.65,92.05,Credit card (automatic),0
3209,15717893,Briggs,607,Germany,Male,36,No,8,143421.74,1,0,97879.02,70.55,3420.5,Credit card (automatic),0
3210,15622585,McIntyre,525,France,Male,26,No,7,153644.39,1,1,63197.88,93.85,93.85,Electronic check,0
3211,15733964,Russo,606,Spain,Female,53,Yes,1,109330.06,1,1,75860.01,65.8,4068,Mailed check,0
3212,15753861,Ballard,686,Germany,Female,27,No,1,115095.88,2,0,78622.46,20.05,337.9,Credit card (automatic),0
3213,15747097,Hs?,611,France,Male,35,No,10,0,1,1,23598.23,80,3168.75,Electronic check,1
3214,15594762,Pisani,827,Spain,Male,46,Yes,1,183276.32,1,1,13460.27,35.4,1412.4,Credit card (automatic),0
3215,15667417,Tao,572,France,Male,33,No,9,68193.72,1,0,19998.31,79.6,3974.7,Bank transfer (automatic),0
3216,15684861,Thomson,726,France,Female,32,No,8,0,2,0,185075.63,80.25,3439,Electronic check,0
3217,15742204,Hsu,579,Germany,Male,31,Yes,6,139729.54,1,1,135815.38,50.45,50.45,Mailed check,0
3218,15623502,Morrison,598,Spain,Female,56,No,4,98365.33,1,1,44251.33,20.45,42.45,Mailed check,0
3219,15774872,Joslin,663,France,Male,36,No,10,0,2,0,136349.55,79.6,5461.45,Credit card (automatic),0
3220,15611191,Scott,505,Germany,Female,37,Yes,10,122453.97,2,1,52693.99,24.7,571.75,Mailed check,0
3221,15674331,Bidwill,576,Germany,Male,30,No,7,132174.41,2,0,93767.03,77.3,5498.2,Credit card (automatic),0
3222,15619465,Cameron,555,Spain,Female,24,No,2,0,2,1,197866.55,29.75,96.85,Electronic check,0
3223,15575247,Cartwright,524,France,Male,30,No,1,0,2,0,126812.85,44.9,111.05,Bank transfer (automatic),0
3224,15695679,Yao,776,Spain,Male,39,No,2,104349.45,1,0,79503.05,29.8,94.4,Credit card (automatic),0
3225,15713463,Tate,645,Germany,Female,41,No,2,138881.04,1,0,129936.53,74.65,521.1,Electronic check,1
3226,15785170,Neal,850,Germany,Female,32,No,0,116968.91,1,0,175094.62,71.95,923.85,Electronic check,0
3227,15796351,Yao,603,Germany,Male,35,No,1,105346.03,2,1,130379.5,20.75,141.1,Mailed check,0
3228,15639576,Burns,691,France,Male,26,Yes,9,136623.19,1,0,153228,56.3,628.65,Mailed check,0
3229,15693264,Onyinyechukwuka,583,France,Female,29,Yes,10,0,2,1,111285.85,105.25,5576.3,Electronic check,0
3230,15589715,Fulks,584,France,Female,66,No,5,0,1,0,49553.38,94.2,1046.1,Electronic check,1
3231,15769902,Christie,679,France,Female,33,Yes,6,0,2,1,98015.85,19.55,1245.6,Mailed check,0
3232,15587177,Lloyd,646,France,Male,36,No,6,124445.52,1,0,88481.32,84.45,1287.85,Mailed check,0
3233,15814553,Ball,559,France,Female,34,Yes,5,68999.66,2,1,66879.27,53.65,1939.35,Mailed check,0
3234,15601550,Genovesi,595,Spain,Male,36,No,6,85768.42,1,1,24802.77,29.9,118.25,Electronic check,0
3235,15664907,Alexander,527,France,Male,47,Yes,1,0,1,0,21312.16,19.7,452.55,Mailed check,1
3236,15612465,Siciliano,684,Spain,Male,34,No,9,100628,2,1,190263.78,43.7,2696.55,Credit card (automatic),0
3237,15810800,Ositadimma,673,Spain,Female,32,No,0,0,1,1,72873.33,55.3,875.35,Electronic check,0
3238,15665760,Kazantsev,802,Spain,Male,38,Yes,7,0,2,1,57764.65,19.85,1267.05,Credit card (automatic),0
3239,15588080,Giles,675,France,Male,54,Yes,6,0,1,0,110273.84,19.65,494.9,Credit card (automatic),1
3240,15776844,Hao,762,Spain,Female,19,No,6,0,2,0,55500.17,49.45,799,Mailed check,0
3241,15717560,Martin,580,France,Male,50,No,0,125647.36,1,0,57541.08,106.55,5763.3,Bank transfer (automatic),1
3242,15629739,Hartley,621,Germany,Female,31,No,8,100375.39,1,1,90384.26,20.1,20.1,Mailed check,0
3243,15729908,Allan,411,France,Female,36,Yes,10,0,1,0,120694.35,20.45,106.9,Mailed check,0
3244,15716781,Dolgorukova,815,France,Male,24,No,7,171922.72,1,1,178028.96,39.7,710.05,Electronic check,0
3245,15646936,Nnamdi,631,Germany,Female,32,No,2,146810.99,2,1,180990.29,54.5,568.2,Credit card (automatic),0
3246,15768151,Romano,514,Germany,Female,45,Yes,3,109032.23,1,1,155407.21,83.8,1900.25,Electronic check,1
3247,15579212,Chuang,638,France,Male,57,No,6,0,1,0,33676.48,55.15,159.15,Mailed check,1
3248,15721835,Owen,791,Spain,Male,25,No,7,0,1,0,89666.28,111.6,8012.75,Bank transfer (automatic),0
3249,15800515,Singh,516,France,Male,35,No,5,128653.59,1,0,127558.26,86.65,856.65,Electronic check,0
3250,15591279,Nwagugheuzo,734,France,Male,37,Yes,3,80387.81,1,1,77272.62,55.55,551.3,Mailed check,0
3251,15587419,Shipton,611,France,Male,58,No,8,0,2,1,107665.68,20.55,184.95,Mailed check,1
3252,15750335,Paterson,850,Germany,Male,43,No,0,108508.82,3,0,184044.8,106.75,4056.75,Bank transfer (automatic),1
3253,15699619,Rivas,641,France,Male,31,Yes,10,155978.17,1,0,91510.71,62.1,1096.65,Mailed check,0
3254,15606472,Lung,585,France,Female,38,Yes,5,0,1,1,87363.56,104.5,3684.95,Credit card (automatic),0
3255,15778368,Allan,552,Germany,Male,50,No,4,121175.56,1,0,117505.07,101.8,1752.45,Electronic check,1
3256,15671387,Fetherstonhaugh,507,France,Female,29,Yes,4,89349.47,2,0,180626.68,110.6,7210.85,Credit card (automatic),0
3257,15573926,Lung,735,Spain,Male,38,Yes,7,86131.71,2,0,93478.96,84.9,5264.5,Bank transfer (automatic),0
3258,15709183,Davidson,707,France,Female,58,No,3,102346.86,1,1,114672.64,93.2,2157.3,Mailed check,0
3259,15577514,Mai,698,Germany,Female,36,No,7,121263.62,1,1,13387.88,24.4,24.4,Electronic check,0
3260,15778830,Dellucci,841,France,Male,31,No,2,0,2,0,173240.52,70.55,433.95,Credit card (automatic),0
3261,15768072,Mitchell,688,Spain,Female,33,No,2,0,1,0,27557.18,78.45,2435.15,Electronic check,1
3262,15768293,Sun,614,France,Male,51,Yes,3,0,2,1,5552.37,85,5607.75,Credit card (automatic),0
3263,15654456,Napolitano,511,Germany,Male,48,Yes,6,149726.08,1,0,88307.87,87.45,2874.15,Electronic check,1
3264,15807525,Bailey,447,France,Male,43,Yes,2,0,2,0,33879.26,85.8,4433.3,Bank transfer (automatic),1
3265,15574372,Hoolan,738,France,Male,35,Yes,5,161274.05,2,0,181429.87,91.1,964.35,Electronic check,0
3266,15671249,Kent,422,France,Female,33,Yes,2,0,2,0,102655.31,70.75,1974.8,Electronic check,0
3267,15779744,Chou,537,Spain,Male,30,Yes,1,103138.17,1,1,96555.42,20.1,1460.85,Bank transfer (automatic),0
3268,15624755,Pepper,707,Germany,Female,40,Yes,3,109628.44,1,0,189366.03,20.05,951.55,Mailed check,0
3269,15611430,Abramowitz,690,France,Male,54,Yes,5,0,1,0,12847.61,74.8,1821.2,Mailed check,1
3270,15774744,Lord,664,Germany,Male,33,No,7,97286.16,2,0,143433.33,24.8,1600.95,Credit card (automatic),0
3271,15629885,Wilson,850,France,Female,33,No,7,118004.26,1,0,183983.82,100.85,399.25,Mailed check,0
3272,15708791,Abazu,584,Spain,Male,32,No,9,85534.83,1,0,169137.24,101.35,1218.55,Electronic check,0
3273,15793890,Harriman,728,France,Female,59,No,4,0,1,1,163365.85,81.7,81.7,Electronic check,1
3274,15646091,Frankland,560,Spain,Female,43,No,4,95140.44,2,0,123181.44,68.25,2171.15,Electronic check,1
3275,15596984,Pinto,629,France,Female,31,No,6,0,1,1,16447.6,105.1,3634.8,Electronic check,1
3276,15800215,Kwemtochukwu,658,France,Male,25,No,3,0,2,1,173948.4,20.4,292.4,Mailed check,0
3277,15577806,Chiu,794,Germany,Female,54,No,1,75900.84,1,1,192154.66,79.15,317.25,Electronic check,0
3278,15749381,Yu,790,France,Female,41,Yes,2,126619.27,1,0,198224.38,20,218.55,Mailed check,0
3279,15683758,Onyekachukwu,640,France,Male,44,Yes,7,111833.47,1,0,67202.74,79.4,5071.9,Bank transfer (automatic),0
3280,15670615,Castiglione,652,Spain,Male,37,Yes,7,0,2,0,68789.93,57.2,1423.35,Credit card (automatic),0
3281,15715622,To Rot,583,France,Female,57,No,3,238387.56,1,1,147964.99,58.6,3068.6,Electronic check,1
3282,15707634,Anenechukwu,775,France,Female,32,No,2,108698.96,2,1,161069.73,94.8,4690.65,Electronic check,0
3283,15806901,Henderson,584,France,Female,39,No,2,112687.69,1,1,127749.61,102.5,6157.6,Bank transfer (automatic),0
3284,15775335,Ellis,635,Germany,Female,48,Yes,4,81556.89,2,0,191914.37,20.35,1442.65,Credit card (automatic),0
3285,15724150,Nkemdirim,814,France,Male,48,No,9,136596.85,1,1,185791.9,84.9,3369.05,Electronic check,0
3286,15627220,Kang,735,Germany,Female,43,No,9,98807.45,1,0,184570.04,69.2,4671.65,Credit card (automatic),1
3287,15672330,Lear,678,France,Female,31,No,1,0,2,1,130446.65,95.45,3474.05,Electronic check,0
3288,15668521,Jamieson,693,France,Male,37,Yes,1,0,2,1,82867.55,100.95,1875.55,Electronic check,0
3289,15807837,Mazzanti,640,France,Female,30,Yes,6,107499.7,1,1,187632.22,20.85,272.35,Mailed check,0
3290,15592570,Marino,773,Spain,Female,23,Yes,8,0,2,0,56759.79,88.5,3645.05,Bank transfer (automatic),0
3291,15748589,Winter,736,France,Female,30,No,9,0,2,0,34180.33,35,135.75,Mailed check,0
3292,15635893,T'ien,693,France,Female,28,Yes,8,0,2,1,158545.25,55.15,1319.85,Electronic check,0
3293,15757632,Hughes-Jones,496,France,Female,41,No,1,176024.05,2,0,182337.98,50.95,229.4,Credit card (automatic),0
3294,15691863,Cody,751,France,Female,39,No,3,0,2,1,84175.34,64,370.25,Electronic check,0
3295,15706071,Hunt,528,Germany,Male,39,Yes,0,127631.62,1,1,22197.8,69.1,69.1,Mailed check,1
3296,15654296,Estrada,754,Spain,Female,19,Yes,9,0,1,0,189641.11,80.2,5714.2,Bank transfer (automatic),0
3297,15755018,Dickinson,568,Germany,Female,26,No,10,109819.16,2,0,154491.39,49.3,1233.25,Credit card (automatic),0
3298,15594041,Fanucci,592,Spain,Female,41,No,2,138734.94,1,0,90020.74,84.35,3571.6,Credit card (automatic),0
3299,15670587,Yang,558,Germany,Male,25,No,10,111363.1,2,0,197264.35,20.05,83.3,Mailed check,0
3300,15724527,Forbes,825,France,Male,34,No,9,0,2,1,31933.06,117.2,8035.95,Credit card (automatic),0
3301,15801904,Heard,677,Germany,Male,28,Yes,0,143988,2,0,8755.69,20.1,579.4,Mailed check,1
3302,15658195,Efremova,653,France,Male,34,No,5,118838.75,1,1,52820.13,69.6,69.6,Electronic check,0
3303,15630113,Morphett,593,Spain,Male,35,No,4,161637.75,1,1,20008.46,103.45,3066.45,Electronic check,0
3304,15784320,Lenhardt,632,France,Female,44,No,3,133793.89,1,1,34607.14,77.95,305.55,Bank transfer (automatic),1
3305,15676513,Burns,601,Germany,Male,35,No,8,71553.83,1,0,177384.45,109.95,7634.25,Electronic check,0
